[15 | 89.30] loss=3.70 avg=2.90 [16 | 95.25] loss=2.88 avg=2.89
[17 | 101.18] loss=2.82 avg=2.89

I cannot imagine the tears that streamed down my face as I looked at the beautiful flowers. I could not take my eyes off that flower as if I were going to die, so I made my way off from the town again. My

[6900 | 44039.32] loss=1.44 avg=2.18
[6901 | 44044.97] loss=2.01 avg=2.18
[6902 | 44050.66] loss=2.48 avg=2.19
[6903 | 44056.32] loss=1.58 avg=2.18
[6904 | 44062.02] loss=1.63 avg=2.17
[6905 | 44067.70] loss=2.95 avg=2.18
[6906 | 44073.45] loss=2.37 avg=2.18
[6907 | 44079.12] loss=3.08 avg=2.19
[6908 | 44084.81] loss=2.08 avg=2.19
[6909 | 44090.52] loss=1.93 avg=2.19
[6910 | 44096.22] loss=2.48 avg=2.19
[6911 | 44101.90] loss=1.80 avg=2.19
[6912 | 44107.57] loss=2.26 avg=2.19
[6913 | 44113.25] loss=2.05 avg=2.19
[6914 | 44118.91] loss=2.55 avg=2.19
[6915 | 44124.56] loss=2.90 avg=2.20
[6916 | 44130.23] loss=1.50 avg=2.19
[6917 | 44135.88] loss=1.90 avg=2.19
[6918 | 44141.54] loss=2.72 avg=2.19
[6919 | 44147.18] loss=1.58 avg=2.19
[6920 | 44152.85] loss=1.38 avg=2.18
[6921 | 44158.59] loss=1.71 avg=2.17
[6922 | 44164.25] loss=2.65 avg=2.18
[6923 | 44169.87] loss=1.79 avg=2.18
[6924 | 44175.58] loss=2.15 avg=2.18
[6925 | 44181.23] loss=1.73 avg=2.17
[6926 | 44186.90] loss=2.01 avg=2.17
[6927 | 44192.56] loss=2.18 avg=2.17
[6928 | 44198.21] loss=2.68 avg=2.17
[6929 | 44203.86] loss=2.60 avg=2.18
[6930 | 44209.54] loss=2.30 avg=2.18
[6931 | 44215.19] loss=1.95 avg=2.18
[6932 | 44220.84] loss=2.25 avg=2.18
[6933 | 44226.49] loss=2.17 avg=2.18
[6934 | 44232.11] loss=2.44 avg=2.18
[6935 | 44237.82] loss=1.72 avg=2.18
[6936 | 44243.51] loss=2.99 avg=2.18
[6937 | 44249.18] loss=1.77 avg=2.18
[6938 | 44254.86] loss=1.34 avg=2.17
[6939 | 44260.53] loss=1.85 avg=2.17
[6940 | 44266.16] loss=2.85 avg=2.18
[6941 | 44271.82] loss=1.70 avg=2.17
[6942 | 44277.47] loss=2.09 avg=2.17
[6943 | 44283.13] loss=1.48 avg=2.16
[6944 | 44288.78] loss=2.05 avg=2.16
[6945 | 44294.46] loss=1.98 avg=2.16
[6946 | 44300.13] loss=1.74 avg=2.16
[6947 | 44305.78] loss=1.61 avg=2.15
[6948 | 44311.43] loss=2.25 avg=2.15
[6949 | 44317.10] loss=1.71 avg=2.15
[6950 | 44322.81] loss=2.25 avg=2.15
[6951 | 44328.49] loss=2.33 avg=2.15
[6952 | 44334.14] loss=2.18 avg=2.15
[6953 | 44339.82] loss=2.71 avg=2.16
[6954 | 44345.48] loss=2.31 avg=2.16
[6955 | 44351.16] loss=3.51 avg=2.17
[6956 | 44356.85] loss=2.14 avg=2.17
[6957 | 44362.54] loss=3.10 avg=2.18
[6958 | 44368.19] loss=2.07 avg=2.18
[6959 | 44373.86] loss=2.08 avg=2.18
[6960 | 44379.53] loss=3.35 avg=2.19
[6961 | 44385.19] loss=1.79 avg=2.19
[6962 | 44390.84] loss=2.76 avg=2.19
[6963 | 44396.52] loss=2.02 avg=2.19
[6964 | 44402.21] loss=3.10 avg=2.20
[6965 | 44407.88] loss=1.41 avg=2.19
[6966 | 44413.59] loss=2.61 avg=2.20
[6967 | 44419.29] loss=2.38 avg=2.20
[6968 | 44424.93] loss=1.95 avg=2.19
[6969 | 44430.62] loss=2.22 avg=2.19
[6970 | 44436.28] loss=1.32 avg=2.19
[6971 | 44441.92] loss=3.01 avg=2.19
[6972 | 44447.59] loss=1.77 avg=2.19
[6973 | 44453.28] loss=2.86 avg=2.20
[6974 | 44458.97] loss=1.58 avg=2.19
[6975 | 44464.63] loss=1.88 avg=2.19
[6976 | 44470.30] loss=1.76 avg=2.18
[6977 | 44475.99] loss=2.01 avg=2.18
[6978 | 44481.67] loss=2.26 avg=2.18
[6979 | 44487.32] loss=2.84 avg=2.19
[6980 | 44492.99] loss=3.71 avg=2.20
[6981 | 44498.66] loss=2.69 avg=2.21
[6982 | 44504.35] loss=2.24 avg=2.21
[6983 | 44510.01] loss=2.23 avg=2.21
[6984 | 44515.66] loss=2.42 avg=2.21
[6985 | 44521.31] loss=1.79 avg=2.21
[6986 | 44526.96] loss=2.00 avg=2.21
[6987 | 44532.65] loss=1.69 avg=2.20
[6988 | 44538.29] loss=1.77 avg=2.20
[6989 | 44543.97] loss=2.62 avg=2.20
[6990 | 44549.66] loss=2.25 avg=2.20
[6991 | 44555.34] loss=2.45 avg=2.20
[6992 | 44561.01] loss=3.06 avg=2.21
[6993 | 44566.71] loss=1.75 avg=2.21
[6994 | 44572.36] loss=2.56 avg=2.21
[6995 | 44578.02] loss=1.33 avg=2.20
[6996 | 44583.66] loss=3.07 avg=2.21
[6997 | 44589.33] loss=1.64 avg=2.20
[6998 | 44595.00] loss=2.24 avg=2.21
[6999 | 44600.67] loss=1.67 avg=2.20
Saving checkpoint/run1/model-7000
Generating samples...
======== SAMPLE 1 ========
, or she might have been poisoned.’ When Fortune had rested, she went away and sat down in her chamber, and in the winter she took a little knife, and cut off her finger with it the goose that was sitting at home, and set it on a tree, and the goose went and picked the goose. And when she looked about, it was as green as snow, and as blue as the sky. Now they came to a garden, and the tree made the path straight ahead of the path, and the goose ran behind it, and cut off the finger, and when she could not perform the feat she went home, tore off the finger, and set it on a tree, and the tree picked it right away and caught the finger. But when she looked at it now, she saw the goose sitting at home, and had no finger left at home, and thought it would be a great kindness to set the goose first, and the goose last, and took the good time to chop off the finger, but the young lady took the good time to tear up the image of the bird, and set the image together with that of the bird upon a small straw in her chamber, and in the spring one of the leaves was so sharp, and the little fellow could hear the sound of it, and could hear what the young lady sang, and she knew that she was to catch the bird that had flown about, and set up with it the image of the little bird upon the straw. And the image fell on the young lady’s finger. Now she began to weep and said, ‘Little bird, bird, why are you so weeping?’ But the bird answered, ‘I am in the garden, and come and bathe in the well of the well.’ Then she went out, took the bird away, and was away, but the young lady could not catch it. Then the young lady set her mouth down among the well, and there she plucked a fly and cut it off. Then she stretched out her hand again, and said, ‘What is that little bird doing?’ but it did not answer. Then she put on her little white hat and crept out of the well and ran after the bird in the well, and let it fall out. The young lady lifted it up, and the bird was gone, and there stood before her the young lady, and there were the two young sisters standing by her and singing to each other. ‘What a sight!’ said she, ‘and what a relief it is to see them all together, singing.’ They took pity on her and made her go away. After a while they came to a house, and one of them was going to fetch water, the other a stove, and each took a piece of bread and put it in the pot. Then the first took a piece of broccadero, the second a crock of buttercup, the third a salad of breadcrumbs and put them into the pot, and the youngest brother took two slates, and sat down in one of the slates and was going to set the bread and spread it on a piece of bread as though it were a small piece of dough. The youngest brother took the slates and passed the meal through to each; then he thought it would be a good thing to leave them behind, and said, ‘Let each take his piece.’ And when all were sat down in the pot, the little sister took the first piece, and was going to fill the slat with bread, but the youngest brother put the second, and then another slice was to be spread on the top of the pot. So the little girl sat down, cut a loaf, and put it on the ground and went to the pot; and as soon as a piece of butter came into the pan, she spread it over the bottom half, and the youngest brother put the third, and went to the pot again. But as well as he had done as long as the youngest brother could set him free, they all went together into the pot and ate. When the pot became quiet, the little sister took her slates, went to the pot, and set the butter on a piece of bread for each, and put one in each hand, and the other on the stove. When all were done, and the pot was silent, the youngest brother took his piece of bread, put it into the pot, and spread the bread all about, and then he stood up. He was much tired out, put out his hand, and said, ‘The young lady may have done a good as she pleased, so give me the slat as well as the poor bird.’ But the bird answered him, ‘I have done a good deed, but it would be dishonourable for me if I did not serve her faithfully.’ Then he took his piece of bread and ate in great glee: but

[7000 | 44662.82] loss=2.86 avg=2.21
[7001 | 44668.53] loss=1.99 avg=2.20
[7002 | 44674.25] loss=1.64 avg=2.20
[7003 | 44679.92] loss=1.99 avg=2.20
[7004 | 44685.63] loss=2.53 avg=2.20
[7005 | 44691.35] loss=1.87 avg=2.20
[7006 | 44697.08] loss=3.08 avg=2.21
[7007 | 44702.82] loss=2.13 avg=2.20
[7008 | 44708.53] loss=2.61 avg=2.21
[7009 | 44714.27] loss=0.53 avg=2.19
[7010 | 44719.98] loss=1.58 avg=2.19
[7011 | 44725.69] loss=2.53 avg=2.19
[7012 | 44731.38] loss=2.27 avg=2.19
[7013 | 44737.08] loss=2.55 avg=2.19
[7014 | 44742.74] loss=2.38 avg=2.20
[7015 | 44748.42] loss=2.57 avg=2.20
[7016 | 44754.12] loss=1.86 avg=2.20
[7017 | 44759.79] loss=2.21 avg=2.20
[7018 | 44765.44] loss=1.96 avg=2.19
[7019 | 44771.12] loss=2.33 avg=2.19
[7020 | 44776.78] loss=2.79 avg=2.20
[7021 | 44782.45] loss=2.42 avg=2.20
[7022 | 44788.11] loss=1.36 avg=2.19
[7023 | 44793.78] loss=2.19 avg=2.19
[7024 | 44799.45] loss=2.17 avg=2.19
[7025 | 44805.10] loss=3.37 avg=2.21
[7026 | 44810.77] loss=1.98 avg=2.20
[7027 | 44816.43] loss=2.35 avg=2.21
[7028 | 44822.11] loss=1.45 avg=2.20
[7029 | 44827.78] loss=1.99 avg=2.20
[7030 | 44833.49] loss=1.22 avg=2.19
[7031 | 44839.14] loss=1.58 avg=2.18
[7032 | 44844.83] loss=1.99 avg=2.18
[7033 | 44850.51] loss=2.85 avg=2.18
[7034 | 44856.18] loss=1.93 avg=2.18
[7035 | 44861.86] loss=2.92 avg=2.19
[7036 | 44867.53] loss=2.01 avg=2.19
[7037 | 44873.24] loss=2.53 avg=2.19
[7038 | 44878.93] loss=2.43 avg=2.19
[7039 | 44884.63] loss=2.06 avg=2.19
[7040 | 44890.31] loss=3.09 avg=2.20
[7041 | 44896.01] loss=1.09 avg=2.19
[7042 | 44901.71] loss=2.29 avg=2.19
[7043 | 44907.39] loss=1.78 avg=2.19
[7044 | 44913.05] loss=3.40 avg=2.20
[7045 | 44918.73] loss=1.99 avg=2.20
[7046 | 44924.43] loss=1.93 avg=2.19
[7047 | 44930.11] loss=2.02 avg=2.19
[7048 | 44935.80] loss=3.29 avg=2.20
[7049 | 44941.47] loss=2.29 avg=2.20
[7050 | 44947.16] loss=2.29 avg=2.21
[7051 | 44952.81] loss=2.57 avg=2.21
[7052 | 44958.49] loss=1.61 avg=2.20
[7053 | 44964.16] loss=2.23 avg=2.20
[7054 | 44969.78] loss=2.71 avg=2.21
[7055 | 44975.44] loss=1.96 avg=2.21
[7056 | 44981.12] loss=3.53 avg=2.22
[7057 | 44986.77] loss=1.86 avg=2.22
[7058 | 44992.46] loss=2.85 avg=2.22
[7059 | 44998.16] loss=2.43 avg=2.22
[7060 | 45003.84] loss=1.75 avg=2.22
[7061 | 45009.48] loss=2.60 avg=2.22
[7062 | 45015.12] loss=2.64 avg=2.23
[7063 | 45020.81] loss=1.92 avg=2.22
[7064 | 45026.47] loss=1.92 avg=2.22
[7065 | 45032.16] loss=2.83 avg=2.23
[7066 | 45037.86] loss=1.91 avg=2.22
[7067 | 45043.55] loss=2.02 avg=2.22
[7068 | 45049.25] loss=2.18 avg=2.22
[7069 | 45054.97] loss=1.67 avg=2.22
[7070 | 45060.64] loss=2.45 avg=2.22
[7071 | 45066.34] loss=2.17 avg=2.22
[7072 | 45072.03] loss=2.39 avg=2.22
[7073 | 45077.75] loss=2.27 avg=2.22
[7074 | 45083.41] loss=2.71 avg=2.22
[7075 | 45089.05] loss=1.13 avg=2.21
[7076 | 45094.69] loss=1.70 avg=2.21
[7077 | 45100.38] loss=2.47 avg=2.21
[7078 | 45106.07] loss=2.02 avg=2.21
[7079 | 45111.71] loss=1.59 avg=2.20
[7080 | 45117.35] loss=1.23 avg=2.19
[7081 | 45123.00] loss=2.10 avg=2.19
[7082 | 45128.69] loss=2.34 avg=2.19
[7083 | 45134.33] loss=1.68 avg=2.19
[7084 | 45139.97] loss=2.68 avg=2.19
[7085 | 45145.65] loss=2.02 avg=2.19
[7086 | 45151.28] loss=2.51 avg=2.20
[7087 | 45156.97] loss=2.22 avg=2.20
[7088 | 45162.64] loss=2.94 avg=2.20
[7089 | 45168.34] loss=2.15 avg=2.20
[7090 | 45174.04] loss=1.75 avg=2.20
[7091 | 45179.73] loss=2.40 avg=2.20
[7092 | 45185.40] loss=2.47 avg=2.20
[7093 | 45191.06] loss=2.75 avg=2.21
[7094 | 45196.74] loss=2.41 avg=2.21
[7095 | 45202.41] loss=2.62 avg=2.21
[7096 | 45208.09] loss=2.85 avg=2.22
[7097 | 45213.75] loss=2.19 avg=2.22
[7098 | 45219.42] loss=2.11 avg=2.22
[7099 | 45225.09] loss=1.74 avg=2.21
Generating samples...
======== SAMPLE 1 ========
 bank he did not want to let anything go to the ground, but said that no one dared to hurt him in the palace. 

Then there was also a very kind, kind gentleman who had been sent to fetch milk at the office, but was now frightened by a little cream-cake he had left there. He did not dare to go to the milk station, which was just opposite, and said he was afraid some one had eaten it up, and had only to leave the office to return at the right time. So on and on he went begging for milk at the office, and could not find time to keep working. He was very impatient and thought of going to dinner, when a servant came to help him out. He wanted to drink the milk, but could not find a way to get it for him, so he cut off his hand. 

Thus he was again kept prisoner, and he was held in a solitary cell for seven years for the same mischance. $Helper did not know whether in the secret prison that was supposed to keep him still there he had escaped from $Helper. 

Once more the lady of the castle went to sleep. The castle-door opened and another guest who didn't get his way appeared. He was very distressed, and he cried out to his guests to go to the door. But he had not been told where to go. 

Then he called out and warned them not to come out of the castle. 

Very loudly he cried: 

“Aguien, à galette, c'est,” 

then with those words he went out and the doors were shut just as before. 

And now the next morning a little cake was left on the altar, at the door of the castle. All the people ran to it, and said that it was not allowed to eat or drink there, or if someone went out to it to see why it was forbidden. Nobody dared to enter, and the whole court was seized with amazement. They saw the little cake, and they rushed into a great rage. Everyone was thrown into prison and condemned to die. But they were punished for their trouble by the bishop, who was a man of good nature, who had a great knowledge of the church, and thus was able understand that which the people were denying, not to mention the great knowledge of the real church itself. 

Now we shall return to the story of $MagicalObject, and then to the evil adventures of the old witches as they happened; but here I feel rather that the reader is too much in need of this story. The beginning is the best. 

There were many sorceresses in this land, and they could use $MagicalObject, for many of them were old and had not yet died. Among them were the beautiful ladies who dwelt in the forest, and were so pretty who had no eyesight, but who were evil $MagicalObject, whom they chose to keep at bay. 

The $Villain, the $Villain, the $Villain, the $Villain, the $Villain, the $Villain, the Lady of the Lake, the $Helpers, the $Helpers, the $Helpers' sons, and the ladies who were called 'Madam' and 'Helpers.' The $Villain was a real sorceress, and thought that only she could be more beautiful than all the witches in the land, because she had the whole world and all the $Helpers at her service, so that she was able to see with half the naked eye two thousand of them. Of the $Helpers she sent all the girls, and knew them, so that many of them would not touch a single man, but would live for ever and live with him. Then the $Villain ordered her sorceress to have the $MagicalObject, and sent it to every sorcerer and madam. She had the entire lake at her command and was not to be missed, and she was so beautiful that the people also said she had such a beauty because she was at once quite beautiful with eyes more like the $Helpers' own, that she was the most charming woman in all the world. 

Every woman wore her own clothes and always wore her own clothes, and the $Helpers were told that she was their sorceress. 

So there was once a woman who lived with her husband in the village, and she was very fond of him, and always made his bed ready; and when she was tired, or went out, she laid it on the bed and looked about. 

One night she had gone out from her work, and, lying there with her husband, had eaten, and drunk, and in great splendor. 

The $Villain said to her: 

“I will get up, and dress myself, and go into the

[7100 | 45285.41] loss=2.30 avg=2.22
[7101 | 45291.09] loss=2.25 avg=2.22
[7102 | 45296.80] loss=1.75 avg=2.21
[7103 | 45302.48] loss=1.69 avg=2.21
[7104 | 45308.19] loss=1.87 avg=2.20
[7105 | 45313.91] loss=1.95 avg=2.20
[7106 | 45319.62] loss=2.21 avg=2.20
[7107 | 45325.33] loss=2.60 avg=2.20
[7108 | 45331.01] loss=2.57 avg=2.21
[7109 | 45336.70] loss=2.05 avg=2.21
[7110 | 45342.39] loss=1.73 avg=2.20
[7111 | 45348.09] loss=2.19 avg=2.20
[7112 | 45353.79] loss=2.87 avg=2.21
[7113 | 45359.46] loss=1.51 avg=2.20
[7114 | 45365.12] loss=2.01 avg=2.20
[7115 | 45370.81] loss=1.73 avg=2.19
[7116 | 45376.51] loss=2.30 avg=2.20
[7117 | 45382.17] loss=2.26 avg=2.20
[7118 | 45387.82] loss=1.41 avg=2.19
[7119 | 45393.49] loss=3.49 avg=2.20
[7120 | 45399.17] loss=2.60 avg=2.21
[7121 | 45404.86] loss=2.71 avg=2.21
[7122 | 45410.53] loss=2.16 avg=2.21
[7123 | 45416.20] loss=2.13 avg=2.21
[7124 | 45421.90] loss=1.58 avg=2.20
[7125 | 45427.58] loss=1.90 avg=2.20
[7126 | 45433.26] loss=1.47 avg=2.19
[7127 | 45438.91] loss=1.56 avg=2.19
[7128 | 45444.57] loss=1.24 avg=2.18
[7129 | 45450.25] loss=2.76 avg=2.18
[7130 | 45455.91] loss=2.84 avg=2.19
[7131 | 45461.59] loss=2.21 avg=2.19
[7132 | 45467.28] loss=2.11 avg=2.19
[7133 | 45472.96] loss=1.94 avg=2.19
[7134 | 45478.61] loss=2.55 avg=2.19
[7135 | 45484.29] loss=1.86 avg=2.19
[7136 | 45489.94] loss=1.46 avg=2.18
[7137 | 45495.60] loss=2.13 avg=2.18
[7138 | 45501.25] loss=2.98 avg=2.19
[7139 | 45506.90] loss=1.36 avg=2.18
[7140 | 45512.58] loss=3.42 avg=2.19
[7141 | 45518.26] loss=2.02 avg=2.19
[7142 | 45523.91] loss=1.53 avg=2.18
[7143 | 45529.58] loss=2.32 avg=2.18
[7144 | 45535.27] loss=1.81 avg=2.18
[7145 | 45540.96] loss=1.84 avg=2.18
[7146 | 45546.60] loss=2.49 avg=2.18
[7147 | 45552.29] loss=1.43 avg=2.17
[7148 | 45557.95] loss=1.83 avg=2.17
[7149 | 45563.62] loss=2.15 avg=2.17
[7150 | 45569.33] loss=1.73 avg=2.16
[7151 | 45574.96] loss=2.45 avg=2.17
[7152 | 45580.65] loss=2.86 avg=2.17
[7153 | 45586.33] loss=1.93 avg=2.17
[7154 | 45592.01] loss=2.50 avg=2.17
[7155 | 45597.68] loss=2.19 avg=2.17
[7156 | 45603.34] loss=2.63 avg=2.18
[7157 | 45609.01] loss=2.44 avg=2.18
[7158 | 45614.67] loss=1.82 avg=2.18
[7159 | 45620.38] loss=2.38 avg=2.18
[7160 | 45626.03] loss=1.56 avg=2.17
[7161 | 45631.73] loss=2.72 avg=2.18
[7162 | 45637.45] loss=1.96 avg=2.18
[7163 | 45643.13] loss=1.88 avg=2.17
[7164 | 45648.79] loss=1.45 avg=2.17
[7165 | 45654.44] loss=2.60 avg=2.17
[7166 | 45660.10] loss=1.84 avg=2.17
[7167 | 45665.79] loss=1.58 avg=2.16
[7168 | 45671.45] loss=0.98 avg=2.15
[7169 | 45677.13] loss=2.39 avg=2.15
[7170 | 45682.78] loss=1.59 avg=2.15
[7171 | 45688.46] loss=1.31 avg=2.14
[7172 | 45694.11] loss=1.37 avg=2.13
[7173 | 45699.78] loss=1.74 avg=2.13
[7174 | 45705.48] loss=2.10 avg=2.13
[7175 | 45711.16] loss=1.92 avg=2.12
[7176 | 45716.86] loss=2.10 avg=2.12
[7177 | 45722.52] loss=1.86 avg=2.12
[7178 | 45728.21] loss=2.64 avg=2.13
[7179 | 45733.88] loss=2.01 avg=2.13
[7180 | 45739.57] loss=3.01 avg=2.13
[7181 | 45745.27] loss=2.35 avg=2.14
[7182 | 45750.97] loss=1.58 avg=2.13
[7183 | 45756.64] loss=1.78 avg=2.13
[7184 | 45762.30] loss=2.83 avg=2.14
[7185 | 45767.97] loss=2.01 avg=2.13
[7186 | 45773.59] loss=2.23 avg=2.13
[7187 | 45779.29] loss=2.72 avg=2.14
[7188 | 45784.96] loss=2.74 avg=2.15
[7189 | 45790.65] loss=2.81 avg=2.15
[7190 | 45796.32] loss=1.79 avg=2.15
[7191 | 45801.99] loss=2.94 avg=2.16
[7192 | 45807.67] loss=1.80 avg=2.15
[7193 | 45813.33] loss=1.95 avg=2.15
[7194 | 45819.00] loss=1.53 avg=2.15
[7195 | 45824.70] loss=2.63 avg=2.15
[7196 | 45830.36] loss=2.07 avg=2.15
[7197 | 45836.05] loss=1.84 avg=2.15
[7198 | 45841.75] loss=1.20 avg=2.14
[7199 | 45847.44] loss=2.30 avg=2.14
Generating samples...
======== SAMPLE 1 ========
ll. 

They were sitting at the window, watching how they should look as soon as possible after sunrise, and all at once he looked at her, and said, ‘It's perfectly lovely.’ 

‘I was just at the window,’ said she. ‘Had I not come by right now?’ 

‘Never been to the market-day-a-half,’ said he. ‘It was just at the window that I saw the moon come up in the clouds.’ 

She looked at him, and he said to her, ‘Just at the window, I saw the moon rise, but I was not at the window.’ 

‘Then let’s not talk about the others,’ she said, ‘as you cannot be about seven?’ 

He looked at her, too, but she only stared, looking at him. ‘What do you want with that?’ 

He put his hand in hers. ‘All I wanted was for her to let me in.’ 

And she shook her head. ‘No! she won’t let you in!’ but one of the $Villains’ servants ran off and wanted to take her, so they let him in. 

The following day the same thing happened to the $Villain’s son. And the same thing never happened to the $Villain’s daughter. At last the daughter said to her mother, ‘What do you say, $Villain?’ ‘Just let me in,’ she replied. ‘Then let’s talk about it.’ ‘What do I want?’ ‘That’s all.’ ‘But who told you to let me in?’ ‘Oh, it was your mother.’ ‘Oh, she was your servant.’ So the $Villain ordered the $Villain’s son to let the girl in, but she was only allowed in when the $Villain’s servant’s wife was at home. So the $Villain ordered his servant to let the $Villain in, but she was only allowed in when the $Villain’s servant was at home. So the $Villain ordered his servant to let the $Villain out, but she was only allowed in when the $Villain’s servant’s wife was at home. 

Then the $Villain ordered his servant, as usual, to let the maiden in in: but the $Villain let her out again when she came into the kitchen, and the $Villain was then about to light his pipe when his horse came and wanted to saddle him, and thought he looked quite nice, and said, ‘What a nice horse I have.’ And when they were sitting there, the horse said, ‘Why do you not see the $Villain as I have seen you do?’ Then the $Villain said, ‘If that is all, set off at once.’ When he had gone, the $Villain rode out of the country, and the horse followed him. 

Then they went together into the town, and they went home again: and the $Villain had seen the horse, and the $Villain had ridden after him, he knew not where he was, but he knew that he was very glad, and said, ‘Now that you are come, let us see if you can do anything in this way.’ So he set them both up on a stone-ground, and put both his hands into their pockets, and when they were full it seemed to them that they had been robbed, and they knew that they were no strangers to him. 

Now the $Villain had a son, who was very wise little, but of a sad disposition, and would not bear ill thought of anything. He took care to eat with his lips, and drank of plenty of wine, and when he had had enough he said, ‘I do not dare say I am contented,’ and then away he drove home with his army. 

The $Villain, who loved him dearly, sent a loud cry of joy over all the land: but the $Villain himself was contented, and did not think of taking leave of his son. The soldier ran about the forest, and looked after his company; and as he had a great deal to eat of what he liked, he put a little in his bowl, and drank a little, till he perceived a little bitter taste run down his throat, which he supposed was bitter, for the reason that it was the bitter wine, for he had been so hungry.

[7200 | 45907.70] loss=2.41 avg=2.14
[7201 | 45913.40] loss=2.96 avg=2.15
[7202 | 45919.11] loss=2.10 avg=2.15
[7203 | 45924.81] loss=2.17 avg=2.15
[7204 | 45930.52] loss=2.10 avg=2.15
[7205 | 45936.21] loss=2.28 avg=2.15
[7206 | 45941.95] loss=1.56 avg=2.14
[7207 | 45947.63] loss=1.63 avg=2.14
[7208 | 45953.33] loss=2.65 avg=2.14
[7209 | 45958.99] loss=1.95 avg=2.14
[7210 | 45964.73] loss=2.08 avg=2.14
[7211 | 45970.40] loss=3.30 avg=2.15
[7212 | 45976.08] loss=2.04 avg=2.15
[7213 | 45981.77] loss=1.95 avg=2.15
[7214 | 45987.46] loss=2.18 avg=2.15
[7215 | 45993.13] loss=2.46 avg=2.15
[7216 | 45998.81] loss=2.89 avg=2.16
[7217 | 46004.47] loss=2.09 avg=2.16
[7218 | 46010.16] loss=2.26 avg=2.16
[7219 | 46015.83] loss=1.92 avg=2.16
[7220 | 46021.51] loss=1.53 avg=2.15
[7221 | 46027.20] loss=2.92 avg=2.16
[7222 | 46032.90] loss=1.70 avg=2.16
[7223 | 46038.72] loss=2.22 avg=2.16
[7224 | 46044.58] loss=2.50 avg=2.16
[7225 | 46050.37] loss=1.27 avg=2.15
[7226 | 46056.04] loss=1.11 avg=2.14
[7227 | 46061.71] loss=2.31 avg=2.14
[7228 | 46067.41] loss=1.49 avg=2.14
[7229 | 46073.07] loss=1.62 avg=2.13
[7230 | 46078.74] loss=1.57 avg=2.12
[7231 | 46084.42] loss=3.00 avg=2.13
[7232 | 46090.07] loss=2.63 avg=2.14
[7233 | 46095.75] loss=1.64 avg=2.13
[7234 | 46101.41] loss=1.44 avg=2.13
[7235 | 46107.09] loss=2.07 avg=2.13
[7236 | 46112.76] loss=2.20 avg=2.13
[7237 | 46118.45] loss=2.01 avg=2.13
[7238 | 46124.12] loss=2.67 avg=2.13
[7239 | 46129.80] loss=2.18 avg=2.13
[7240 | 46135.45] loss=1.30 avg=2.12
[7241 | 46141.11] loss=2.65 avg=2.13
[7242 | 46146.78] loss=2.60 avg=2.13
[7243 | 46152.41] loss=1.97 avg=2.13
[7244 | 46158.08] loss=1.38 avg=2.12
[7245 | 46163.77] loss=1.90 avg=2.12
[7246 | 46169.42] loss=2.57 avg=2.13
[7247 | 46175.07] loss=1.91 avg=2.12
[7248 | 46180.75] loss=2.11 avg=2.12
[7249 | 46186.44] loss=2.70 avg=2.13
[7250 | 46192.10] loss=2.08 avg=2.13
[7251 | 46197.72] loss=2.10 avg=2.13
[7252 | 46203.37] loss=1.15 avg=2.12
[7253 | 46209.03] loss=2.35 avg=2.12
[7254 | 46214.72] loss=1.85 avg=2.12
[7255 | 46220.36] loss=2.78 avg=2.13
[7256 | 46226.03] loss=2.58 avg=2.13
[7257 | 46231.70] loss=1.43 avg=2.12
[7258 | 46237.36] loss=1.98 avg=2.12
[7259 | 46243.04] loss=1.98 avg=2.12
[7260 | 46248.70] loss=1.30 avg=2.11
[7261 | 46254.34] loss=2.53 avg=2.12
[7262 | 46260.00] loss=1.89 avg=2.11
[7263 | 46265.67] loss=2.25 avg=2.11
[7264 | 46271.32] loss=1.04 avg=2.10
[7265 | 46276.99] loss=1.92 avg=2.10
[7266 | 46282.65] loss=2.93 avg=2.11
[7267 | 46288.31] loss=2.62 avg=2.12
[7268 | 46293.98] loss=1.92 avg=2.11
[7269 | 46299.64] loss=2.93 avg=2.12
[7270 | 46305.29] loss=1.96 avg=2.12
[7271 | 46310.97] loss=2.19 avg=2.12
[7272 | 46316.62] loss=2.09 avg=2.12
[7273 | 46322.29] loss=2.64 avg=2.13
[7274 | 46328.00] loss=3.11 avg=2.14
[7275 | 46333.68] loss=2.74 avg=2.14
[7276 | 46339.35] loss=1.79 avg=2.14
[7277 | 46345.01] loss=2.53 avg=2.14
[7278 | 46350.65] loss=1.67 avg=2.14
[7279 | 46356.29] loss=2.61 avg=2.14
[7280 | 46361.94] loss=3.07 avg=2.15
[7281 | 46367.59] loss=1.82 avg=2.15
[7282 | 46373.25] loss=2.30 avg=2.15
[7283 | 46378.93] loss=1.32 avg=2.14
[7284 | 46384.60] loss=1.92 avg=2.14
[7285 | 46390.25] loss=3.27 avg=2.15
[7286 | 46395.91] loss=2.42 avg=2.15
[7287 | 46401.58] loss=2.79 avg=2.16
[7288 | 46407.23] loss=1.90 avg=2.16
[7289 | 46412.91] loss=3.09 avg=2.17
[7290 | 46418.57] loss=2.83 avg=2.17
[7291 | 46424.25] loss=1.26 avg=2.16
[7292 | 46429.92] loss=2.17 avg=2.16
[7293 | 46435.60] loss=2.76 avg=2.17
[7294 | 46441.30] loss=2.20 avg=2.17
[7295 | 46446.99] loss=2.72 avg=2.18
[7296 | 46452.68] loss=1.24 avg=2.17
